Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Chuah, E., Jhumka, A., Alt, S., Balouek-Thomert, D., Browne, J.C., Parashar, M.","25421057400; 6602999213; 57195223393; 57188689969; 57217626307; 7003417260","Towards comprehensive dependability-driven resource use and message log-analysis for HPC systems diagnosis",2019,"Journal of Parallel and Distributed Computing",132,"",,95,112,,4,10.1016/j.jpdc.2019.05.013,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85067225322&partnerID=40&md5=324c896bb5001fe6c81a646f2e44ebb7",Article,Final,,Scopus,2-s2.0-85067225322
"Ahmed Elsayed, H., Abotaleb, A.M., Mahmoud, E.M., Zekry, A.","57215274484; 57209716744; 55601188300; 6701704538","CS-ACELP speech coding simulink modeling, verification, and optimized DSP implementation on DSK 6713",2019,"Proceedings - 2019 International Conference on Promising Electronic Technologies, ICPET 2019",,"", 8925319,80,85,,,10.1109/ICPET.2019.00022,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85078050249&partnerID=40&md5=8c6694016da0a442fce520d7d293d5f3",Conference Paper,Final,,Scopus,2-s2.0-85078050249
"Lal, S., Sardana, N., Sureka, A.","35956579100; 37007854100; 55922095600","Three-level learning for improving cross-project logging prediction for if-blocks",2019,"Journal of King Saud University - Computer and Information Sciences",31,"4",,481,496,,1,10.1016/j.jksuci.2017.07.006,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85028329869&partnerID=40&md5=3a82864aad7c459fb073037f6b9da75d",Article,Final,Open Access,Scopus,2-s2.0-85028329869
"Lenarduzzi, V., Saarimäki, N., Taibi, D.","55348964400; 57210642796; 55920884000","The technical debt dataset",2019,"ACM International Conference Proceeding Series",,"",,2,11,,18,10.1145/3345629.3345630,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85076086059&partnerID=40&md5=09196197b72a6c867787526682454539",Conference Paper,Final,Open Access,Scopus,2-s2.0-85076086059
"Kassa, G.M., Teferra, A.S., Wolde, H.F., Muluneh, A.G., Merid, M.W.","57211040768; 6602913473; 57199530258; 57208013708; 57208014866","Incidence and predictors of lost to follow-up among drug-resistant tuberculosis patients at University of Gondar Comprehensive Specialized Hospital, Northwest Ethiopia: A retrospective follow-up study",2019,"BMC Infectious Diseases",19,"1", 817,,,,6,10.1186/s12879-019-4447-8,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85072401324&partnerID=40&md5=4c9fc1f3f27ab50d3764bfcdcd45ec57",Article,Final,Open Access,Scopus,2-s2.0-85072401324
"Yu, Y., Zhang, M., Ren, Y., Fan, Z., Wang, L., Liang, Y., Niu, H.","57209740458; 57193689789; 57204567178; 57207820635; 57203825553; 55262376800; 57211663756","Survival and prognostic analysis of adult nonclear cell renal cell carcinoma | 成人肾非透明细胞癌的预后影响因素分析",2019,"Chinese Journal of Urology",40,"9",,654,660,,,10.3760/cma.j.issn.1000-6702.2019.09.004,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85087476014&partnerID=40&md5=bbdbc102cd0beefdf56947a559a1c2c3",Article,Final,,Scopus,2-s2.0-85087476014
"Lesser, L.M., Pearl, D.K., Weber, J.J., Dousa, D.M., Carey, R.P., Haddad, S.A.","6601989974; 7005976523; 55683498500; 57211788646; 57162282200; 57211779355","Developing Interactive Educational Songs for Introductory Statistics",2019,"Journal of Statistics Education",27,"3",,238,252,,4,10.1080/10691898.2019.1677533,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85075016355&partnerID=40&md5=0d1db1889f12ec49e49e0ad642dbe1fb",Article,Final,Open Access,Scopus,2-s2.0-85075016355
"Shani, A.H.M., Sarno, R., Sungkono, K.R., Wahyuni, C.S.","57211750459; 53264815700; 57189996441; 57204801087","Time Performance Evaluation of Agile Software Development",2019,"Proceedings - 2019 International Seminar on Application for Technology of Information and Communication: Industry 4.0: Retrospect, Prospect, and Challenges, iSemantic 2019",,"", 8884304,202,207,,,10.1109/ISEMANTIC.2019.8884304,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85074913736&partnerID=40&md5=38e805aedc671a3cc46e64c72c79a340",Conference Paper,Final,,Scopus,2-s2.0-85074913736
"Angers, C., Bottema, R., Buckley, L., Studinski, R., Petzold, D., Abbassian, F., Taylor, R.","57188700972; 57210314177; 57220528046; 6506907956; 57210311755; 57210314274; 57210316853","Streamlining Regulatory Activities Within Radiation Therapy Departments Using QATrack+",2019,"Health Physics",117,"3",,306,312,,1,10.1097/HP.0000000000001119,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85070327501&partnerID=40&md5=3b035cb0ea2ef3696773942da8b2d68c",Article,Final,,Scopus,2-s2.0-85070327501
"Leida, M., Ceravolo, P., Damiani, E., Asal, R., Colombo, M.","14021672200; 6506416314; 57195375517; 55211447300; 23466335600","Dynamic Access Control to Semantics-Aware Streamed Process Logs",2019,"Journal on Data Semantics",8,"3",,203,218,,1,10.1007/s13740-019-00106-2,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85069745679&partnerID=40&md5=e6e0c543f710336bcdb3f08ec767a654",Article,Final,Open Access,Scopus,2-s2.0-85069745679
"Anu, H., Chen, J., Shi, W., Hou, J., Liang, B., Qin, B.","57211116306; 57215355334; 8727119200; 57196243683; 57200218592; 8707757400","An Approach to Recommendation of Verbosity Log Levels Based on Logging Intention",2019,"Proceedings - 2019 IEEE International Conference on Software Maintenance and Evolution, ICSME 2019",,"", 8919094,125,134,,1,10.1109/ICSME.2019.00022,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85077183129&partnerID=40&md5=7c351c84e52a9aff41269b3b92daeca4",Conference Paper,Final,,Scopus,2-s2.0-85077183129
"Pourmasoumi, A., Kahani, M., Bagheri, E.","56024440500; 13405743100; 20435297000","The evolutionary composition of desirable execution traces from event logs",2019,"Future Generation Computer Systems",98,"",,78,103,,1,10.1016/j.future.2019.03.037,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85063364929&partnerID=40&md5=a4dffeeaaabe109274fbd3093e7a115b",Article,Final,,Scopus,2-s2.0-85063364929
"Krismayer, T., Vierhauser, M., Rabiser, R., Grunbacher, P.","57191406816; 36661447400; 16029658700; 55938737100","Comparing Constraints Mined from Execution Logs to Understand Software Evolution",2019,"Proceedings - 2019 IEEE International Conference on Software Maintenance and Evolution, ICSME 2019",,"", 8919165,491,495,,,10.1109/ICSME.2019.00082,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85077209252&partnerID=40&md5=8e0a4facf8461d8429e93aef9ff0b5e7",Conference Paper,Final,,Scopus,2-s2.0-85077209252
"Wolny, S., Mazak, A., Wimmer, M.","57189046675; 36080865500; 14030698000","Automatic Reverse Engineering of Interaction Models from System Logs",2019,"IEEE International Conference on Emerging Technologies and Factory Automation, ETFA",2019-September,"", 8869502,57,64,,3,10.1109/ETFA.2019.8869502,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85074212135&partnerID=40&md5=b11532b85f85f42d8ebcc3cf71014471",Conference Paper,Final,,Scopus,2-s2.0-85074212135
"Yusefi, A., Ramazi, H.","57203915240; 35608442000","ProxInLAS, a software program for detecting coal layers and estimating parameters of layers, using geophysical well-logs",2019,"Earth Science Informatics",12,"3",,415,427,,,10.1007/s12145-019-00382-3,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85075160271&partnerID=40&md5=8f282302a60fcf697892b572d9aeca7f",Article,Final,,Scopus,2-s2.0-85075160271
"Zontone, P., Affanni, A., Bernardini, R., Piras, A., Rinaldo, R.","12805791200; 55957389200; 7005276670; 57202664963; 7003771007","Stress detection through Electrodermal Activity (EDA) and Electrocardiogram (ECG) analysis in car drivers",2019,"European Signal Processing Conference",2019-September,"",,,,,13,10.23919/EUSIPCO.2019.8902631,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85075607252&partnerID=40&md5=3703aae5e56ac1340c9212abaf7ab534",Conference Paper,Final,,Scopus,2-s2.0-85075607252
"Reddy, B.R., Ravikumar, M., Varatharaj, C., Childress, N., Vivek, T.R.","57211207335; 15824177000; 23490719300; 6603653867; 57220253994","Implementation and Evaluation of Phantomless Intensity Modulated Radiotherapy Delivery Verification Using FractionCHECK",2019,"The Gulf journal of oncology",1,"31",,26,35,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85072979093&partnerID=40&md5=3dabb15fd26681ebeb5f14b79f890082",Article,Final,,Scopus,2-s2.0-85072979093
"Raitubu, N., Sungkono, K.R., Sarno, R., Wahyuni, C.S.","57211759483; 57189996441; 53264815700; 57204801087","Detection of Bottleneck and Social Network in Business Process of Agile Development",2019,"Proceedings - 2019 International Seminar on Application for Technology of Information and Communication: Industry 4.0: Retrospect, Prospect, and Challenges, iSemantic 2019",,"", 8884341,208,213,,,10.1109/ISEMANTIC.2019.8884341,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85074956442&partnerID=40&md5=a5e05b5ef431a5a06a57118dcc632e6b",Conference Paper,Final,,Scopus,2-s2.0-85074956442
"Kubacki, M., Sosnowski, J.","55372460600; 7005808567","Exploring operational profiles and anomalies in computer performance logs",2019,"Microprocessors and Microsystems",69,"",,1,15,,1,10.1016/j.micpro.2019.05.007,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85066292666&partnerID=40&md5=9288dbebc124f5876000f2ddf10956cc",Article,Final,,Scopus,2-s2.0-85066292666
"Bello-Jimenez, L., Mazuera-Rozo, A., Linares-Vasquez, M., Bavota, G.","57205022092; 57205428557; 54684418100; 57220148228","OPIA: A Tool for On-Device Testing of Vulnerabilities in Android Applications",2019,"Proceedings - 2019 IEEE International Conference on Software Maintenance and Evolution, ICSME 2019",,"", 8918944,418,421,,,10.1109/ICSME.2019.00073,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85077216170&partnerID=40&md5=2a9de6a29295e8870fc166a57e9eb5b8",Conference Paper,Final,,Scopus,2-s2.0-85077216170
"Mabunda, N.E.","57191253904","Use of Data Acquisition for Rapid Feasibily Check of PV Based Illumination Systems",2019,"IEEE AFRICON Conference",2019-September,"", 9134011,,,,2,10.1109/AFRICON46755.2019.9134011,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85088403400&partnerID=40&md5=7dbc6d9be2826781de5c0debfb91cd0c",Conference Paper,Final,,Scopus,2-s2.0-85088403400
"Deepa, N.P., Mahesha, P., Nagendra, K.N., Amalazari, M.G., Sunil Kumar, T.","57211347341; 57211354526; 57211354915; 57211356398; 57211353554","Detection and monitoring of unauthorized use of computers in the computer laboratory",2019,"International Journal of Scientific and Technology Research",8,"9",,1106,1111,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85073603791&partnerID=40&md5=7863a172d6d04f79267f4f665080cce7",Article,Final,,Scopus,2-s2.0-85073603791
"Phadnis, M.A.","14822543500","Sample size calculation for small sample single-arm trials for time-to-event data: Logrank test with normal approximation or test statistic based on exact chi-square distribution?",2019,"Contemporary Clinical Trials Communications",15,"", 100360,,,,6,10.1016/j.conctc.2019.100360,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85064881743&partnerID=40&md5=904d8e9cbb82d390fc5094b446a71e38",Article,Final,Open Access,Scopus,2-s2.0-85064881743
"Kristiansen, A.","57204798072","Use of the ERD for administrative monitoring of Theta",2019,"Concurrency Computation",31,"16", e5099,,,,1,10.1002/cpe.5099,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85059851441&partnerID=40&md5=cc06c4fd3e0eeaa7650b4f41d75209df",Conference Paper,Final,Open Access,Scopus,2-s2.0-85059851441
"Carbone, M.S., Seyednasrollah, B., Rademacher, T.T., Basler, D., Le Moine, J.M., Beals, S., Beasley, J., Greene, A., Kelroy, J., Richardson, A.D.","8404481100; 55855328300; 55995245900; 35800864800; 6506275964; 57208298520; 57208302426; 57208300347; 57208303518; 7402534046","Flux Puppy – An open-source software application and portable system design for low-cost manual measurements of CO<inf>2</inf> and H<inf>2</inf>O fluxes",2019,"Agricultural and Forest Meteorology",274,"",,1,6,,1,10.1016/j.agrformet.2019.04.012,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85064390058&partnerID=40&md5=116bcaeb5f668b136a80e9d48a1e30e4",Article,Final,Open Access,Scopus,2-s2.0-85064390058
"Zhang, X., Xu, Y., Lin, Q., Qiao, B., Zhang, H., Dang, Y., Xie, C., Yang, X., Cheng, Q., Li, Z., Chen, J., He, X., Yao, R., Lou, J.-G., Chintalapati, M., Shen, F., Zhang, D.","57212045781; 57209972215; 55370882300; 57203399691; 55685668500; 41561172500; 57210934607; 57215719701; 57214160830; 57221668591; 57145642900; 57210928062; 57195415627; 16245827600; 57195417837; 24482362400; 55717568500","Robust log-based anomaly detection on unstable log data",2019,"ESEC/FSE 2019 - Proceedings of the 2019 27th ACM Joint Meeting European Software Engineering Conference and Symposium on the Foundations of Software Engineering",,"",,807,817,,33,10.1145/3338906.3338931,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85071917814&partnerID=40&md5=e07003748d20f14316de71334fe02f7d",Conference Paper,Final,,Scopus,2-s2.0-85071917814
"Pobee, E., Chan, W.K.","57196402020; 55471383000","AggrePlay: Efficient record and replay of multi-threaded programs",2019,"ESEC/FSE 2019 - Proceedings of the 2019 27th ACM Joint Meeting European Software Engineering Conference and Symposium on the Foundations of Software Engineering",,"",,567,577,,4,10.1145/3338906.3338959,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85071935205&partnerID=40&md5=c4e28d36a9dd7833bf753f7c520a6721",Conference Paper,Final,,Scopus,2-s2.0-85071935205
"Latzo, T., Freiling, F.","57203224495; 13007598800","Characterizing the limitations of forensic event reconstruction based on log files",2019,"Proceedings - 2019 18th IEEE International Conference on Trust, Security and Privacy in Computing and Communications/13th IEEE International Conference on Big Data Science and Engineering, TrustCom/BigDataSE 2019",,"", 8887305,466,475,,2,10.1109/TrustCom/BigDataSE.2019.00069,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85075170557&partnerID=40&md5=6e62437991336c17ed05cc1d548e626c",Conference Paper,Final,,Scopus,2-s2.0-85075170557
"Ren, X., Zhang, L., Xie, K., Dong, Q.","56352391300; 57210808634; 57210789492; 57022915200","A Parallel Approach of Weighted Edit Distance Calculation for Log Parsing",2019,"2019 IEEE 2nd International Conference on Computer and Communication Engineering Technology, CCET 2019",,"", 8989069,101,104,,,10.1109/CCET48361.2019.8989069,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85080078047&partnerID=40&md5=926a8d080bc996f8b8246d6bd396f689",Conference Paper,Final,,Scopus,2-s2.0-85080078047
"Khan, N., McClean, S., Ali, Z., Ali, A., Charles, D., Taylor, P., Nauck, D.","57026903700; 57218412784; 36172858200; 57213370345; 12239187300; 56672340900; 7004080056","Predictive process monitoring using a markov model technique",2019,"Proceedings - 2019 International Conference on Computing, Electronics and Communications Engineering, iCCECE 2019",,"", 8941917,193,196,,,10.1109/iCCECE46942.2019.8941917,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85078288555&partnerID=40&md5=77ba6e556f30869e84babdef63abd2c6",Conference Paper,Final,,Scopus,2-s2.0-85078288555
"Satpathi, S., Deb, S., Srikant, R., Yan, H.","57070271900; 11839566500; 55405295300; 57220801355","Learning latent events from network message logs",2019,"IEEE/ACM Transactions on Networking",27,"4", 3370621,1728,1741,,2,10.1109/TNET.2019.2930040,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85074969667&partnerID=40&md5=c460dbd016194ddad0ce8a768b141ab8",Article,Final,,Scopus,2-s2.0-85074969667
"Batista, E., Falcone, F., Martinez-Balleste, A., Solanas, A.","56769173600; 24467846500; 6507860524; 56238861000","The Promising Future of Process Mining with the Internet of Events in Context-Aware Environments",2019,"2019 International Conference on Sensing and Instrumentation in IoT Era, ISSI 2019",,"", 9043725,,,,,10.1109/ISSI47111.2019.9043725,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85083214708&partnerID=40&md5=94b3d86ffced53a7b10e1368d128a35b",Conference Paper,Final,,Scopus,2-s2.0-85083214708
"Borrego, G., Morán, A.L., Palacio, R.R., Vizcaíno, A., García, F.O.","57031868500; 7201919645; 56000822700; 7003393897; 35452740600","Towards a reduction in architectural knowledge vaporization during agile global software development",2019,"Information and Software Technology",112,"",,68,82,,19,10.1016/j.infsof.2019.04.008,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85065016737&partnerID=40&md5=45dc4ed82bb55f9e07dec5b3a42cd8f3",Article,Final,,Scopus,2-s2.0-85065016737
"Winskell, K., Sabben, G., Ondeng’e, K., Odero, I., Akelo, V., Mudhune, V.","28268199300; 57189622936; 56375065300; 57203887561; 55839488800; 55943415600","A smartphone game to prevent HIV among young Kenyans: Household dynamics of gameplay in a feasibility study",2019,"Health Education Journal",78,"5",,595,606,,1,10.1177/0017896919832344,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85062460788&partnerID=40&md5=a2bb25f9055b58d1bdd98b70b54cca40",Article,Final,,Scopus,2-s2.0-85062460788
"Castro, D., Romano, P., Barreto, J.","57200258668; 7201601248; 57007834900","Hardware Transactional Memory meets memory persistency",2019,"Journal of Parallel and Distributed Computing",130,"",,63,79,,5,10.1016/j.jpdc.2019.03.009,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85064324613&partnerID=40&md5=b70b44bd49dc6a5998e3bfac2ebee832",Article,Final,,Scopus,2-s2.0-85064324613
